f8ddc976-bdaa-463c-81bb-631e1ef4f787;PC0001;41000;1;;0;0;E961EBC6-2376-48CD-82D8-D0A8FB13E13E,00:15:5D:B2:1C:13;Processing the  phase.;;;;Win8MKoster;BOOK-ADVOSDV1-PC0001;
f8ddc976-bdaa-463c-81bb-631e1ef4f787;PC0001;41001;1;;0;0;E961EBC6-2376-48CD-82D8-D0A8FB13E13E,00:15:5D:B2:1C:13;ZTIGather processing completed successfully.;;;;Win8MKoster;BOOK-ADVOSDV1-PC0001;
